PM10,SO2,NO2,CO,TEMP,PRES,DEWP,RAIN,WSPM,O3,PM2.5
6,3,21,400,0.7,1004.2,-2.2,0,1.3,40,30
38,8,52,700,1.7,1004.6,-2.8,0,1.5,14,12
39,12,38,700,2.1,1005.1,-2.1,0,0.4,26,24
51,11,24,600,2.4,1005,-1.2,0,0.1,36,34
54,9,23,700,2,1004.8,0.1,0.3,0.9,35,42
69,6,37,800,2.2,1004.5,0.7,0.2,0.8,23,68
60,3,42,900,2.4,1004.6,0.9,0.1,1,16,53
52,3,44,900,3.4,1004.7,1.4,0,0.8,12,77
49,3,46,900,3.2,1005.2,1.2,0.1,1,14,82
29,4,27,600,2.9,1006.2,1.4,0.4,1.3,39,56
17,3,24,600,2.7,1006.9,0.8,0.5,0.6,44,43
6,3,14,500,2.3,1008.3,0.7,0.5,1.3,59,23
7,3,15,500,1.1,1009.8,-0.2,1.8,1.2,56,25
6,3,16,500,0.6,1011,-0.3,1.5,1.3,48,22
10,3,24,600,0.4,1011.8,-0.5,1,2.5,39,27
6,3,15,400,0.1,1012.7,-0.6,0.8,3.3,56,20
6,3,16,400,-0.2,1013.3,-0.9,1.3,2.4,61,21
10,3,19,700,-0.6,1014.4,-1.3,1.8,1.1,46,5
11,3,20,800,-1,1015.3,-1.7,5.7,2.5,45,32
14,3,13,600,-1.5,1015.4,-2.2,1,1.1,58,27
6,3,3,300,-1.6,1015.7,-2.3,2.8,0.4,79,6
6,3,4,300,-2.9,1016.1,-3.7,0.7,0,77,7
6,3,5,300,-4.1,1016.3,-4.9,0,0.2,66,5
6,3,18,500,-4.8,1016.8,-5.8,0,0,54,10
6,3,20,600,-3.8,1016.8,-6.1,0,1.1,51,3
34,3,20,600,-0.6,1017.5,-5,0,0.6,53,8
19,6,19,700,2.5,1017.7,-7.7,0,0.8,55,15
6,19,51,1000,4.4,1016.9,-5.4,0,1.4,40,45
42,16,42,700,3,1016,-7,0,2.7,50,24
10,15,31,600,6.1,1015.1,-9.4,0,1.7,64,34
6,16,25,500,6.5,1013.8,-8.6,0,2.7,75,22
6,14,21,500,5.7,1013,-7.2,0,2.3,82,27
36,11,22,500,5.7,1012.1,-5.9,0,2.9,88,34
21,10,20,500,5.1,1011.6,-5.6,0,1.5,95,20
49,10,21,600,4.3,1011.2,-4.7,0,2.4,88,47
57,11,30,700,3.6,1010.9,-3.5,0,1.2,74,39
66,7,42,800,3.2,1010.8,-2.8,0,1.1,55,61
82,7,49,900,2.1,1010.5,-2.4,0,0.7,37,81
85,5,53,1000,1.1,1010.2,-2.5,0,1,27,69
91,4,60,1200,0.5,1009.6,-2.7,0,0.6,15,74
97,4,68,1300,0.4,1008.7,-2.8,0,0.6,7,82
99,5,67,1200,0.8,1008.1,-3,0,1,8,89
105,6,58,1100,1,1007.6,-3.1,0,1.2,14,90
105,7,61,1200,1,1006.7,-3.1,0,0.7,15,94
108,8,61,1200,1.2,1005.7,-3.3,0,1.3,12,93
104,10,51,1100,0.9,1005.4,-3.6,0,0.9,18,95
104,9,51,1000,0.5,1004.8,-3.6,0,0.5,16,107
84,7,52,900,0.4,1004.3,-3.9,0,0.7,12,84
88,10,54,1000,0.5,1004,-4.3,0,0.9,10,80
104,17,52,1300,1.5,1003,-3.4,0,1.1,13,87
109,29,49,1300,2.1,1002.3,-3.4,0,0.5,20,92
128,27,55,1399,2.7,1001.3,-2.8,0,1.1,20,125
153,26,64,1600,4.4,1000.2,-2.5,0,1.1,20,140
162,29,60,1500,5.2,999,-2.9,0,1.2,32,156
162,27,56,1399,6,998.1,-2.1,0,1.3,47,133
145,26,42,1200,6.4,997.1,-1.8,0,2.1,74,138
146,27,42,NA,6.7,996.8,-1.7,0,0.9,NA,138
163,26,49,1200,6.7,996.7,-1.7,0,1,72,3
169,25,54,1300,5.9,997.5,-1.1,0,0.7,68,102
181,23,65,1399,4.9,998.6,-1.1,0,0.8,55,177
185,17,76,1500,4.1,999.6,-0.7,0,0,36,176
209,20,108,1899,3.7,1000.7,-0.3,0,0.2,9,197
210,22,96,2100,3.2,1001.7,-0.4,0,1.6,14,193
206,23,102,2100,3.1,1002.9,-0.4,0,2.2,5,198
183,20,94,1899,2.9,1003.7,-0.4,0,0.6,6,177
222,14,90,2700,4.6,1004.6,-7.9,0,1.4,11,204
147,22,51,1300,6.9,1005.7,-9.9,0,1.1,38,81
145,20,24,700,5.9,1006.7,-11.3,0,1.7,62,7
6,3,14,NA,4.6,1007.3,-12.8,0,1.2,NA,3
137,20,62,500,3.9,1008.1,-14.4,0,1.5,68,120
6,3,11,500,2.4,1008.8,-10.5,0,0,72,3
10,3,14,600,2.1,1009.8,-10.4,0,0.5,68,9
24,3,32,700,6,1010.7,-11.6,0,0.5,49,8
40,10,44,900,7.6,1011.1,-11.2,0,2.3,35,13
117,18,56,700,7.4,1011,-10.9,0,4.2,55,99
112,17,55,500,8.5,1010.7,-9.9,0,3.1,63,94
107,16,53,500,9.4,1009.8,-10.7,0,2.6,66,88
33,6,25,500,9.6,1008.9,-7.2,0,3.3,67,21
80,13,35,800,10.7,1008.1,-4.9,0,2.7,62,32
114,18,40,900,10.5,1007.6,-4,0,2.2,62,55
178,22,44,1300,9.7,1007,-3.6,0,3.9,69,100
174,19,38,1100,9.5,1006.6,-3.5,0,2.6,76,106
159,19,38,1100,8.9,1007,-3.3,0,2.7,73,88
164,20,44,1100,8.2,1007.4,-3.7,0,1.1,67,87
165,22,52,1200,7.6,1007.7,-3.3,0,2,57,90
159,20,55,1200,7.2,1008.3,-4,0,2.2,49,88
159,16,60,1200,5,1008.2,-4.1,0,4.5,38,91
144,13,62,1200,3.8,1008.4,-4.4,0,3.6,29,82
96,10,57,1100,2.9,1008,-4.3,0,3.7,24,58
84,9,63,1100,2,1007.6,-3.9,0,3.4,17,60
93,8,74,1300,1.4,1006.9,-3.9,0,4,6,59
83,9,73,1600,1.1,1006.2,-4,0,1.8,5,54
68,8,62,1399,0.7,1005.5,-4,0,3.4,10,44
63,9,58,1100,0.6,1005.2,-3.9,0,2.6,11,45
63,10,59,1000,0.7,1004.7,-3.6,0,2.5,13,45
66,8,51,1000,0.8,1004.5,-3.5,0,2.8,12,51
71,10,52,1100,0.9,1003.5,-3.6,0,2.2,10,52
78,15,52,1300,1.6,1002.8,-4.3,0,2.1,11,56
90,26,53,1600,2.1,1002.9,-5.8,0,1.7,15,65
94,37,53,1700,3,1002.9,-7,0,0.7,22,69
83,41,51,1600,5,1001.5,-4.8,0,1.4,30,68
88,46,46,1500,5.9,1001.1,-4.3,0,2,39,67
102,39,49,1500,7.6,1000.5,-4.2,0,1.5,35,84
124,41,54,1500,9.2,1000.4,-4.1,0,1.2,35,97
122,40,51,1399,12.2,1001.6,-7.8,0,3.3,41,90
164,29,50,1200,9.7,1003.9,-8.9,0,4.4,44,87
128,3,17,600,7.7,1005.8,-10.6,0,4.7,77,19
83,3,12,500,6,1007.7,-12.1,0,3.2,77,12
53,3,11,500,5,1010,-13.4,0,1.9,77,8
31,3,9,500,4.1,1011.4,-15.2,0,2,80,7
24,3,9,400,3.8,1012.6,-16,0,1.7,79,9
20,3,8,400,3.2,1013.2,-15.5,0,3.9,78,9
14,3,6,400,2.8,1014,-16.3,0,1,79,5
14,3,4,400,1.1,1014.7,-15,0,1,80,5
14,3,6,400,0.1,1015.1,-14.7,0,0.8,77,6
18,3,19,500,0.7,1015.1,-15.3,0,2.3,62,6
21,3,27,600,0.5,1015.2,-15.9,0,2.7,54,13
22,3,19,500,0.1,1015.3,-15.9,0,2.9,61,5
23,3,20,400,-0.2,1015.5,-14.9,0,2.3,66,6
15,3,15,500,0.1,1016,-15.1,0,0.8,64,7
24,3,24,500,2.8,1016.3,-17.4,0,2.6,50,10
22,5,21,500,4.4,1016.4,-16.7,0,3.7,57,8
19,4,16,500,5.8,1016.1,-17.4,0,2.3,68,10
24,3,14,400,6.4,1015.1,-16.3,0,2.1,72,7
19,6,17,500,7.5,1013.9,-16.8,0,3.2,70,12
20,8,18,500,8.6,1012.8,-16.6,0,2.3,70,17
20,6,17,500,9.7,1011.1,-15.8,0,3,73,12
16,5,15,500,10.5,1009.9,-15.1,0,3.9,77,12
23,6,15,500,10.9,1009,-15.6,0,2.4,78,16
24,6,16,500,11,1008.7,-14.7,0,2.3,78,16
26,6,17,500,9.1,1008.7,-13.4,0,2.4,78,15
35,6,24,500,7.3,1009.6,-13.1,0,1,72,19
68,6,39,NA,5.8,1010.5,-11.8,0,0.9,61.6896,31
92,8,50,NA,4.6,1011.3,-11.1,0,0.6,47.3382,45
94,12,67,NA,3.1,1011.8,-9.9,0,0,25.2756,59
96,12,62,NA,3,1012,-10.3,0,0.8,23.1336,60
66,6,35,800,3,1012.7,-10.6,0,1.1,41,40
66,6,35,NA,2.3,1013.3,-10.6,0,0.8,41.769,41
63,5,31,NA,2.2,1013.7,-9.7,0,1.9,33.6294,33
71,5,38,NA,1.7,1014.1,-7.9,0,2.4,11.9952,44
112,11,66,NA,1,1014.4,-6.8,0,2.2,8.9964,70
118,15,67,NA,0.2,1014.7,-6.2,0,2.2,8.9964,77
102,14,65,NA,-1.2,1015.1,-6.2,0,0.4,6.426,70
94,14,67,NA,-1.8,1015.2,-6.2,0,1,4.7124,68
92,18,68,NA,0.4,1015.6,-6.9,0,0.9,5.9976,63
133,34,67,NA,2.7,1015.2,-6.2,0,0.7,8.7822,87
118,44,59,NA,4.1,1014.9,-5.7,0,2.5,17.9928,82
123,44,61,NA,5.3,1014.3,-6,0,1.2,25.0614,90
123,48,57,NA,6.9,1013.4,-5.8,0,1.5,37.6992,100
127,54,57,NA,7.9,1012.3,-7.8,0,2.5,46.4814,108
127,46,59,NA,9,1011.1,-7.7,0,1.6,55.692,105
134,43,63,NA,9.8,1010.1,-7.4,0,2.8,62.9748,114
145,45,78,NA,10.1,1009.5,-7.6,0,2.5,57.4056,121
156,38,85,1899,10.1,1009.2,-7.2,0,1.6,59,127
157,35,71,1600,9.5,1009.2,-7.2,0,1.1,75,131
149,33,65,1399,8.6,1009.3,-7.2,0,1,72,124
165,30,79,1399,7.3,1009.6,-6.5,0,0.8,51,125
176,27,95,1500,5.3,1009.7,-5.7,0,0.6,28,133
192,27,113,1800,4.2,1009.5,-5.3,0,0.1,10,148
184,29,105,2000,3.6,1008.9,-5.4,0,0,12,148
162,25,80,1700,3,1008.8,-5.2,0,1.4,24,136
155,22,69,1700,1.9,1008.6,-5.5,0,0.4,29,132
151,20,58,1700,1.7,1008.3,-5.2,0,0.8,32,132
148,21,59,1500,0.8,1008,-4.8,0,0.1,28,128
195,14,90,NA,0.1,1007.4,-5.1,0,0.1,NA,144
172,16,90,2299,-0.2,1007.5,-5.2,0,0.9,6,136
164,13,88,2100,-0.7,1007.6,-5.3,0,0,6,134
206,14,89,2500,-0.5,1007.8,-4.9,0,0.6,6,143
144,15,78,2000,1.8,1007.8,-4.3,0,0.2,6,124
214,27,86,2700,4.5,1007.1,-4.8,0,0.5,9,149
252,42,94,2700,6.8,1006.6,-5.2,0,1.5,10,175
212,46,94,2000,8,1006.1,-3.5,0,1.3,12,163
230,49,86,1800,9,1005.4,-4.2,0,1.2,23,185
246,54,94,1800,10.4,1004.1,-4.4,0,2.2,31,202
256,47,104,1800,11.7,1003,-5.3,0,2.9,39,212
248,47,120,1899,12,1002,-2.6,0,1.5,39,207
263,50,110,1800,12.2,1001,-2.1,0,2.6,45,226
247,56,80,1500,12.4,1000.2,-1.5,0,1.4,69,223
270,66,85,1700,11.9,1000.3,-1.3,0,0.7,59,235
272,68,100,1800,10.4,1000.4,-1,0,0.6,36,231
272,68,100,NA,9.7,1001.2,-1.1,0,1.6,13.7088,231
293,66,124,2299,9.4,1001.3,-1.4,0,1.2,8,257
259,64,99,2000,7.3,1001.7,-0.4,0,1.1,20,236
276,59,106,2200,6.1,1001.1,-0.6,0,0.5,14,258
265,52,110,2299,5.3,1000.4,-0.8,0,0.1,7,259
238,42,88,2000,4.7,1000,-0.7,0,0.6,12,234
241,36,83,2200,4.2,999.6,-0.8,0,0.7,11,240
243,28,80,2399,3.8,999.2,-0.8,0,0.7,7,236
233,22,77,2200,3.2,998.6,-0.8,0,0,7,229
224,18,72,2200,3,998.4,-0.8,0,1.1,6,218
221,16,75,2100,2.7,998.6,-0.6,0,1.1,5,212
220,16,69,2100,3.9,1000.4,0.1,0,0,5,204
238,20,68,1899,5.1,1001.6,0.7,0,2,6,204
265,24,74,2100,8.8,1001.5,1.7,0,0.9,7,207
301,38,81,2399,13.4,1001.1,-3,0,3.1,8,228
226,40,66,1700,15.4,1000.8,-3,0,2.3,25,186
91,27,40,1100,17,1000.2,-4.3,0,4.4,59,77
67,22,34,900,17.9,999.7,-6.1,0,6.1,70,52
89,11,29,700,18.4,999.6,-6.4,0,6.2,80,26
89,11,29,600,17.6,1000,-9.4,0,6.4,85,26
79,3,23,500,17.7,1000.7,-10.2,0,4.1,86,11
61,3,21,NA,15.4,1001.7,-13.9,0,4,86.751,11
31,3,14,500,13.4,1003,-15.5,0,3,88,4
20,3,12,400,11.6,1004.5,-16,0,3.6,89,4
18,3,12,400,10.3,1006.4,-17,0,3.1,90,11
16,3,10,400,9.7,1007.9,-15.8,0,2.8,90,9
11,3,9,400,9.1,1008.9,-17.1,0,3.5,88,6
11,3,9,400,8.4,1009.8,-17.6,0,2,86,8
11,3,9,400,8,1010.7,-18,0,1.8,86,8
11,3,7,400,7.2,1010.8,-18.6,0,3.4,84,6
11,3,8,400,6.6,1011.2,-18.3,0,1.8,81,7
9,3,9,400,5.8,1011.5,-18.2,0,1,79,6
8,3,8,400,4.5,1011.8,-14.4,0,1.3,79,3
9,3,9,500,2.1,1012.2,-12.5,0,1.1,64,4
19,3,26,600,2,1013,-13,0,0.9,51,13
58,4,70,800,2.5,1013.6,-11.8,0,0.1,11,20
42,3,66,900,4.6,1014.3,-14.3,0,1,17,21
38,3,57,900,5.8,1014.6,-15.5,0,1.2,29,21
38,3,57,600,7.3,1014.5,-14.2,0,1.3,41,21
35,3,47,500,8.7,1014.2,-10.8,0,4.1,59,20
41,3,29,500,9.3,1013.3,-8.3,0,4.1,65,21
66,5,22,600,11.1,1012.2,-11.1,0,5,76,17
35,5,19,600,12.5,1010.7,-14.3,0,5,80,15
21,3,15,500,13.4,1010,-14.5,0,3.4,85,13
23,3,15,500,14,1009.6,-15,0,3.2,86,11
31,3,16,500,14,1009.4,-16.1,0,3.1,86,10
30,3,16,500,12.7,1009.7,-17.1,0,3.9,86,11
30,3,16,500,10.9,1010.4,-16.5,0,0.9,84,11
38,3,28,600,9.3,1011.8,-16.1,0,1.6,70,12
36,3,28,600,8.2,1012.7,-17,0,1.5,65,15
35,3,27,600,5.9,1013,-14.8,0,0.9,61,14
28,6,37,600,5.2,1013,-15.4,0,1.6,51,18
21,3,32,600,4.6,1013.3,-14.3,0,0,53,10
35,4,42,600,4.6,1013.2,-15.3,0,1.1,43,11
28,3,49,700,4.1,1013.4,-14.7,0,0.5,37,19
8,3,17,500,4.5,1013.3,-16,0,1.4,70,5
28,3,37,600,2.9,1013.2,-12.6,0,0.7,43,8
50,3,31,700,1.9,1014,-12.7,0,1.7,42,26
50,3,31,900,1.2,1014.4,-10.9,0,1.4,44,26
36,4,30,1100,1.5,1014.7,-10,0,0,7,25
102,9,68,1100,3.9,1015.3,-10.6,0,0.7,9,49
96,12,68,1200,5.6,1015.4,-11.1,0,1.5,14,44
87,10,63,1000,6.4,1015.2,-10.4,0,2.3,21,46
88,10,63,NA,8,1014.5,-11.9,0,1.9,44.1252,47
76,21,46,1200,8.7,1013.4,-13.1,0,3.3,48,48
63,21,39,1300,8.7,1012.7,-10.8,0,3.3,59,46
79,26,39,1399,8.6,1011.7,-11.4,0,1.7,62,52
76,29,39,1600,8.9,1011,-10.1,0,2.2,63,52
91,26,41,1500,8.8,1011,-7.9,0,1.3,62,59
145,31,55,1800,8.5,1010.9,-6.1,0,0.4,54,93
146,28,63,1800,7.4,1010.8,-3.8,0,3.3,50,104
135,24,61,1500,5.8,1011.2,-2.3,0,2,57,94
130,19,57,1500,5.7,1012,-2.4,0,1.3,52,91
107,15,49,1500,5.6,1013,-2.7,0,2.4,52,90
114,15,54,1500,5.2,1013.4,-3.1,0,2.3,39,96
130,18,56,1600,4.7,1013.8,-4.3,0,2.6,28,93
117,26,54,1399,4.2,1014.1,-6.1,0,2.6,26,78
117,26,54,1700,3.8,1014.2,-6.5,0,2.1,25,78
98,45,55,2200,3.6,1013.9,-7,0,2.3,22,69
94,45,55,1899,3.3,1013.8,-7.2,0,1.1,21,67
98,61,63,NA,3.2,1013.8,-7.6,0,1.7,NA,70
91,68,64,2299,3,1013.5,-7.8,0,0.6,19,64
96,77,61,2399,1.5,1013.9,-6.6,0,1.1,18,64
91,67,62,2399,1.4,1014.3,-6.4,0,1,16,64
130,71,75,2600,3.3,1014.6,-6.4,0,0.7,8,76
116,71,63,2299,5.5,1015,-6.4,0,0.8,18,75
123,66,66,2200,7.3,1014.8,-6.8,0,1.9,20,76
101,65,54,2000,8.1,1014.7,-6.5,0,2,45,72
101,65,54,1899,8.5,1014,-6.5,0,0.8,68,72
112,66,44,2000,9.9,1013.1,-6.1,0,2.3,71,85
123,64,48,2000,10.3,1012.4,-5.7,0,2,72,88
137,60,49,2000,10.4,1011.5,-5.2,0,1.7,77,95
137,60,49,1700,10.7,1010.9,-4.2,0,1.9,89,95
126,50,41,1600,9.8,1011,-1.9,0,3.6,94,97
150,46,46,1700,9,1011.7,-1.4,0,2.7,84,106
125,34,45,1200,7.7,1012.3,-0.3,0,2.9,74,97
116,26,44,1100,7,1013.5,0,0,2.2,68,92
110,20,46,1000,6.5,1014.2,0.2,0,2.3,57,88
110,20,46,1000,6,1014.4,0.3,0,2.2,52,88
100,17,40,900,5.6,1014.4,0.6,0,2.4,54,96
99,17,42,1000,5.2,1014.4,0.6,0,2.5,47,99
97,15,46,1000,4.9,1014.4,0.7,0,2.3,38,83
103,15,51,1000,4.7,1014.1,0.8,0,2,31,90
102,14,51,1000,4.3,1013.6,0.6,0,1.8,27,94
97,14,55,1100,3.9,1013.2,0.4,0,3.1,20,95
98,14,57,1000,3.7,1012.9,0.6,0,1.9,19,111
88,13,48,1000,3.3,1012.9,0.5,0,2.3,23,101
90,12,44,1000,3.4,1013,1,0,2.4,22,87
104,12,42,1000,3.1,1013.2,1.5,0,2,20,86
104,12,42,1000,3.4,1012.9,1.3,0,2.6,15,86
172,12,49,1200,3.8,1012.6,1.7,0,1.7,12,118
172,12,49,1300,4,1012.1,1.9,0,1.5,10,118
208,15,53,1399,4.3,1011.3,2,0,1.3,8,160
217,15,52,1399,4.7,1009.9,2.1,0,1.7,9,172
220,17,52,1500,5.3,1008.7,2.1,0,1,10,192
200,20,52,1500,5.5,1007.6,2.1,0,0.5,13,174
215,20,56,1399,5.3,1006.7,2.1,0,0.8,12,198
217,20,58,1399,5.5,1006.1,2.1,0,1.2,13,200
184,18,56,1399,5.8,1006.4,2.3,0,1.8,10,170
184,18,56,1500,5.3,1006.4,2.5,0,1.9,11,170
212,19,61,1700,5.4,1006.6,2.4,0,0.7,8,202
285,17,68,1800,5.7,1006.7,2.3,0,1,5,222
262,20,69,1800,5.8,1007,2.6,0,1.3,4,216
256,22,70,1899,6,1006,2.8,0,1.3,4,227
250,22,70,2000,6.2,1006.3,3.2,0,1,4,231
269,20,68,1899,6,1006,3,0,0,3,230
262,26,71,2000,6.2,1005.6,3.2,0,1.1,3,238
231,27,72,2100,6.4,1005.5,3.4,0,0.4,3,210
258,29,72,2200,5.9,1004.9,3.1,0,0.7,3,240
258,29,72,2299,4.4,1004.6,2.3,0,0.8,3,240
248,24,69,2399,3.5,1004.8,2,0,1.9,3,228
248,24,69,2500,5.3,1005.3,-0.5,0,2.7,4,228
260,30,69,2200,11.3,1005.5,-4.4,0,4.9,6,231
27,28,50,1100,11,1005.9,-3.2,0,7.2,31,44
27,28,51,NA,10.6,1007,-3.5,0,4.5,51.1938,45
140,16.2792,23.8148,NA,13.2,1007.8,-3.6,0,4.5,52.0506,18
90,17,22,700,13.8,1007.7,-4.9,0,4,56,26
75,16,18,800,15.3,1007.9,-5.7,0,5,71,34
62,16,16,900,16.4,1008.4,-6.7,0,3.8,91,40
152,13,14,700,16.3,1008.7,-6.7,0,4.1,98,31
152,12,12,2100,15.6,1009.4,-7.3,0,5.5,107,32
41,12,12,700,14.8,1010.1,-9.3,0,5.1,107,32
41,10,14,600,13.6,1010.8,-12.6,0,5.3,107,34
42,7,16,500,12.1,1011.4,-11.6,0,3,103,27
24,4,14,400,11.1,1012.8,-12.4,0,2.1,91,21
23,5,10,300,10,1013.8,-16.3,0,1.7,93,15
16,3,6,300,9.1,1014.4,-17.9,0,2.1,96,10
8,3,6,300,8.1,1014.8,-17.9,0,1,95,7
8,3,6,300,7.3,1014.8,-17.7,0,1.5,90,7
9,8,12,300,4.1,1014.8,-15.2,0,0.5,81,9
10,4,12,300,4.3,1014.3,-15.1,0,1.2,79,9
7,3,9,300,3.4,1014.2,-13.9,0,1.2,82,6
7,3,9,400,2,1013.6,-13.8,0,1.4,52,6
24,7,47,400,2.4,1013.2,-14.3,0,1.2,36,9
14,13,32,500,1.8,1013.3,-13.6,0,1.3,48,6
28,14,37,600,2.3,1013.3,-12,0,0.5,40,11
55,25,70,1000,7.5,1013.1,-12.3,0,0.1,8,24
48,20,53,800,9.3,1012.3,-13.2,0,1.5,21,30
48,20,53,700,10.8,1011.5,-12,0,1.6,40,30
63,18,39,NA,12.1,1010.4,-9,0,2.1,53.9784,31
80,23,51,800,14.2,1008.8,-8.5,0,2,57,52
70,21,44,800,15,1007.5,-4.4,0,0.8,80,55
110,26,58,1200,16.2,1006,-2.8,0,1.1,92,85
144,31,62,1500,17.4,1004.7,-2.3,0,2.8,107,135
155,28,43,1399,18.4,1003.5,-3.1,0,1,157,134
167,32,32,1300,18.1,1002.6,-3.4,0,2.9,170,132
179,37,35,1200,17.2,1002.5,-2.5,0,1.5,157,126
179,37,35,1500,15.9,1002.1,-2.1,0,1.3,143,127
227,55,68,1700,14,1002.5,-2.5,0,0.5,107,152
228,55,69,1800,11.7,1002.7,-1.8,0,0.9,55,152
230,50,98,2000,11.7,1002.6,-2.2,0,0.9,27,159
224,53,114,1600,10.1,1002.5,-1.6,0,0.6,67,165
182,42,43,1500,8.4,1002.3,-1.4,0,0.7,81,136
182,42,43,1899,7.2,1001.8,-1.2,0,0.5,28,136
209,36,118,2200,6.7,1001.2,-1.5,0,0.8,7,160
209,36,118,1399,5.9,1001.2,-1.5,0,1.1,50,160
154,33,55,NA,4.9,1001.1,-1.6,0,0.8,NA,121
154,33,55,1300,5.2,1001.1,-1.7,0,0.4,43,121
151,26,51,1399,4.6,1001.7,-1.6,0,0.7,38,121
165,26,52,1399,5.4,1002.5,-0.9,0,1.4,39,125
192,22,75,1800,8.9,1003.2,-1.3,0,0.6,16,132
273,47,103,2299,12.3,1003.2,-1.3,0,0.4,8,168
272,47,102,1800,14.6,1003.4,-1.5,0,0.8,19,168
258,56,100,1700,17.2,1003.4,-1.5,0,1.5,35,178
258,56,100,1399,19.8,1002.8,-2.6,0,2.5,68,178
168,30,42,1000,20,1002.3,-1.8,0,2.5,112,125
180,28,35,900,19.8,1002.3,-0.3,0,3.7,129,109
239,47,42,1399,18.5,1002.3,0.6,0,4,156,153
376,103,69,3500,17.6,1002.8,-0.2,0,3.5,144,218
376,53,38,1800,16.3,1003.1,-0.9,0,4.2,150,141
250,46,36,1399,14.7,1004,-2.3,0,2.3,143,112
250,46,36,1100,13.5,1004.8,-2.5,0,1.9,116,112
152,30,41,900,12.6,1005.8,-3.3,0,2.3,103,75
129,26,38,800,11.9,1006.5,-4.3,0,1.6,100,72
110,21,44,700,10.2,1007,-3.5,0,0.4,77,57
110,21,44,600,10,1006.6,-3.7,0,1,60,57
112,16,67,800,9.1,1007,-3.2,0,0.9,34,47
112,16,67,900,8.9,1007,-3,0,0.5,21,47
107,22,81,900,9.2,1006.6,-3.4,0,1.6,9,60
82,25,67,1000,9.5,1006.6,-4.1,0,2.3,31,44
66,42,51,1300,9.2,1006.3,-4.4,0,1.1,54,35
56,42,40,1399,8.9,1006,-4.7,0,1.3,62,28
56,42,40,1399,8.7,1006.2,-5.2,0,1.3,63,28
55,39,38,1300,8.7,1006.3,-5.6,0,2,60,33
59,32,44,1100,9,1006.4,-5.7,0,0.9,57,33
70,40,43,1300,9.3,1006.7,-5.8,0,1.2,61,37
73,36,43,1200,9.3,1007.1,-5.8,0,0.6,61,36
92,50,50,1600,9.5,1006.3,-5.6,0,0.8,54,51
95,58,58,1800,9.1,1005.6,-4.1,0,0.4,46,50
106,56,56,1899,7.5,1005.1,3,0.3,2.3,48,64
106,56,56,1899,6.7,1004.8,2.2,0.3,2.1,34,64
76,26,63,1800,6.3,1004.3,3.3,1,2.5,30,57
68,18,59,1800,6.1,1004.1,3.6,0.7,1,34,58
66,16,61,1800,6,1004.4,4.2,0.9,0.9,29,63
83,17,81,2200,6,1005,4.2,0.8,1.5,13,82
83,17,81,2200,5.6,1005.5,4.1,1.5,0.9,14,82
84,14,88,2299,5.6,1006.3,4.4,0.7,1,2,71
84,15,84,2299,5.7,1006.7,4.7,0.7,0.7,2,72
84,15,84,2200,5.8,1006.7,4.9,0.4,1.1,5,72
86,12,81,2200,5.5,1007.2,4.6,1.4,1.2,2,84
84,12,67,2299,5.7,1007.4,4.7,0.2,0.6,4,83
84,12,67,2299,5.8,1007.7,4.8,0,0.1,2,83
85,11,64,2299,6.1,1008.1,5.1,0.4,0.4,2,95
86,10,65,2299,6.3,1008.2,5.3,0.4,0.5,2,108
75,10,65,2299,6.2,1007.8,5.3,0.8,0,2,108
66,7,58,2200,5.9,1007.6,5.2,0.1,0.8,2,104
70,8,58,2399,5.7,1007.6,5,0,0,2,101
77,8,58,2500,6,1007.7,5.3,0,0.6,2,101
87,6,55,2399,6.7,1008.2,5.8,0,0.2,2,110
110,8,50,2299,8,1008.7,6.8,0,0.6,4,97
110,15,55,2399,9.8,1009,6.3,0,0.8,8,146
132,15,55,2600,11.5,1009.1,-2,0,4.1,7,146
31,26,66,900,12.1,1009.1,-3.3,0,5.4,37,157
25,14,20,500,12.7,1008.7,-4,0,5.6,59,14
25,14,20,500,12.3,1008.6,-3.5,0,3.4,67,14
21,8,15,500,11.7,1009,-4.5,0,5.6,73,18
20,8,15,400,9.7,1009.6,-1.7,0,4.1,76,18
22,5,16,400,10,1010.3,-6.8,0,5,72,5
22,5,16,400,9.1,1011,-8.5,0,2.7,76,5
14,4,17,400,7.6,1012.6,-8.5,0,4.7,87,3
24,3,8,400,7,1014.5,-9.9,0,2.1,90,8
18,3,7,400,6.4,1015.3,-10.4,0,2.8,92,11
18,3,7,400,6,1015.3,-10.3,0,1.1,88,11
14,3,9,400,5.6,1015,-10.2,0,2.7,86,8
8,3,8,400,5.2,1014.6,-9.8,0,1.9,82,6
8,3,10,400,4.9,1014.2,-10.1,0,1.6,83,3
9,3,7,400,3.7,1013.4,-9,0,2.3,81,3
6,3,7,400,2.5,1012.6,-8.8,0,0.8,77,4
6,3,9,400,1.9,1012.1,-8.2,0,1.3,73,3
6,3,11,500,1.3,1011.8,-8.3,0,1.1,58,3
9,6,19,500,2.3,1011.7,-9,0,1.7,52,3
13,9,23,600,3.9,1011.9,-9.2,0,1.1,44,11
18,11,29,600,7,1011.6,-9.9,0,0.9,45,14
22,14,29,600,8.7,1011.2,-8.4,0,2,57,11
22,14,22,500,9.4,1010.7,-9.2,0,3.8,67,17
17,10,17,400,11,1009.8,-9.4,0,3.2,78,16
21,9,14,400,11.6,1008,-10,0,2,84,12
16,9,13,400,13.1,1006.7,-12.2,0,1.8,83,6
